# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "8" "-p" "-t" "exon" "-g" "gene_id" "-a" "../reference/s288c_e.gff" "-o" "../featurecount/counts.txt" "SRR453566.sorted.bam" "SRR453567.sorted.bam" "SRR453568.sorted.bam" "SRR453569.sorted.bam" "SRR453570.sorted.bam" "SRR453571.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566.sorted.bam	SRR453567.sorted.bam	SRR453568.sorted.bam	SRR453569.sorted.bam	SRR453570.sorted.bam	SRR453571.sorted.bam
gene_5691	NC_001147.6	680685	680866	-	182	12	20	4	4	3	8
gene_5692	NC_001147.6	681444	682106	-	663	90	93	68	376	547	628
gene_5693	NC_001147.6	683111	683545	+	435	4	5	7	19	40	61
gene_5694	NC_001147.6	684030	685343	+	1314	3251	3877	2739	1747	2100	2807
gene_5695	NC_001147.6	685767	689180	+	3414	515	713	523	293	341	389
gene_5696	NC_001147.6	689624	689974	+	351	192	214	132	126	176	226
gene_5697	NC_001147.6	690695	692032	+	1338	59	60	42	64	92	100
gene_5698	NC_001147.6	692475	697334	+	4860	688	927	675	591	756	926
gene_5699	NC_001147.6	698768	700567	-	1800	78	71	54	80	99	130
gene_5700	NC_001147.6	703988	704224	-	237	19	18	7	11	12	20
gene_5701	NC_001147.6	704419	709732	-	5314	84	147	71	60	57	62
gene_5702	NC_001147.6	708416	709732	-	1317	0	0	0	0	0	0
gene_5703	NC_001147.6	710201	710272	+	72	1	3	0	5	4	5
gene_5704	NC_001147.6	710446	711576	+	1131	152	197	127	192	228	258
gene_5705	NC_001147.6	711683	712543	-	861	576	736	563	426	459	666
gene_5706	NC_001147.6	712866	715331	+	2466	541	762	477	456	612	796
gene_5707	NC_001147.6	715593	716837	-	1245	543	712	517	438	522	712
gene_5708	NC_001147.6	717086	718384	+	1299	680	942	763	531	530	683
gene_5709	NC_001147.6	718653	720065	-	1413	2117	2790	1965	1111	1365	1693
gene_5710	NC_001147.6	720470	721708	-	1239	593	744	538	296	381	404
gene_5711	NC_001147.6	721946	722608	+	663	857	1145	849	425	453	639
gene_5712	NC_001147.6	722911	724725	+	1815	1204	1692	1300	631	733	1013
gene_5713	NC_001147.6	725564	727234	-	1671	293	361	234	173	200	250
gene_5714	NC_001147.6	727512	729644	+	2133	1037	1529	1152	424	530	630
gene_5715	NC_001147.6	730008	733457	-	3450	1068	1361	976	519	624	822
gene_5716	NC_001147.6	733925	736177	+	2253	163	198	126	138	258	268
gene_5717	NC_001147.6	736437	737726	-	1290	922	1296	955	472	582	712
gene_5718	NC_001147.6	738320	738532	+	213	557	729	560	193	213	265
gene_5719	NC_001147.6	738924	741569	-	2646	530	705	499	428	534	698
gene_5720	NC_001147.6	742910	744181	+	1272	859	1201	835	446	486	660
gene_5721	NC_001147.6	744535	745281	-	747	222	279	185	188	209	211
gene_5722	NC_001147.6	745593	746303	-	711	1	1	1	3	13	12
gene_5723	NC_001147.6	746725	747282	-	558	278	320	251	902	1313	1800
gene_5724	NC_001147.6	747525	748979	-	1455	461	645	457	236	276	355
gene_5725	NC_001147.6	749301	751886	+	2586	624	805	629	392	428	601
gene_5726	NC_001147.6	752214	755009	-	2796	347	464	313	209	242	305
gene_5727	NC_001147.6	755328	756125	+	798	210	149	125	302	380	493
gene_5728	NC_001147.6	756476	757558	-	1083	261	344	249	266	313	442
gene_5729	NC_001147.6	758330	759253	+	924	1293	1900	1353	490	531	768
gene_5730	NC_001147.6	759326	759529	-	204	12	20	7	6	3	3
gene_5731	NC_001147.6	759782	760660	+	879	176	190	150	189	222	283
gene_5732	NC_001147.6	760825	761265	-	441	776	1049	781	260	311	393
gene_5733	NC_001147.6	761614	762084	-	471	408	520	448	120	129	166
gene_5734	NC_001147.6	762825	766565	+	3741	524	712	519	643	829	879
gene_5735	NC_001147.6	766869	767777	-	909	75	84	73	111	179	220
gene_5736	NC_001147.6	768409	769812	+	1404	168	215	147	149	156	210
gene_5737	NC_001147.6	770800	772113	+	1314	1434	1887	1402	2981	3662	4402
gene_5738	NC_001147.6	772601	774127	+	1527	384	503	398	222	268	362
gene_5739	NC_001147.6	774573	775259	+	687	1084	1485	986	523	600	846
gene_5740	NC_001147.6	775846	778248	+	2403	344	439	359	184	233	270
gene_5741	NC_001147.6;NC_001147.6	778555;779387	778859;779405	-;-	324	2314	2799	2008	707	819	1253
gene_5742	NC_001147.6	779870	780184	+	315	0	0	2	1	1	0
gene_5743	NC_001147.6	780107	780596	+	490	26	18	15	11	21	20
gene_5744	NC_001147.6	780906	781541	+	636	154	224	157	109	115	157
gene_5745	NC_001147.6	781994	783298	+	1305	11	11	12	22	29	47
gene_5746	NC_001147.6	783677	784588	+	912	122	118	96	83	128	160
gene_5747	NC_001147.6	784857	786744	+	1888	935	1340	880	365	524	631
gene_5748	NC_001147.6	786995	788641	+	1647	638	910	656	292	375	487
gene_5749	NC_001147.6	788742	789857	-	1116	27	58	32	19	28	48
gene_5750	NC_001147.6	790211	792241	-	2031	999	1481	1070	343	465	627
gene_5751	NC_001147.6	792531	793868	+	1338	251	319	216	287	335	371
gene_5752	NC_001147.6	794076	795332	-	1257	224	269	196	318	419	500
gene_5753	NC_001147.6	795801	796793	-	993	586	822	572	304	283	430
gene_5754	NC_001147.6	797676	798308	+	633	3016	3856	2742	1202	1053	1246
gene_5755	NC_001147.6	798674	800731	-	2058	186	233	168	137	167	201
gene_5756	NC_001147.6	800970	802307	-	1338	139	202	149	167	190	204
gene_5757	NC_001147.6	802550	803464	-	915	385	521	381	414	494	647
gene_5758	NC_001147.6	803667	804203	+	537	319	411	303	202	211	291
gene_5759	NC_001147.6	804377	804907	+	531	434	599	320	123	185	217
gene_5760	NC_001147.6	805032	807023	-	1992	1566	2219	1467	546	690	930
gene_5761	NC_001147.6	807271	808107	+	837	1	0	0	7	6	15
gene_5762	NC_001147.6	808254	810683	-	2430	476	634	399	428	507	625
gene_5763	NC_001147.6	811008	811493	+	486	154	194	140	149	149	219
gene_5764	NC_001147.6	811671	812324	+	654	36	39	27	66	78	97
gene_5765	NC_001147.6	812395	813708	-	1314	2001	2714	2080	1409	1828	2415
gene_5766	NC_001147.6	813984	815720	+	1737	996	1467	1070	414	500	626
gene_5767	NC_001147.6	815915	816931	-	1017	1424	2080	1438	1204	1491	2053
gene_5768	NC_001147.6	817292	818335	+	1044	283	383	277	216	275	340
gene_5769	NC_001147.6	818866	820158	+	1293	275	421	248	201	269	367
gene_5770	NC_001147.6	820454	820774	+	321	157	223	145	123	142	225
gene_5771	NC_001147.6	821023	822294	+	1272	198	237	187	156	229	263
gene_5772	NC_001147.6	822588	824867	-	2280	530	637	422	343	527	678
gene_5773	NC_001147.6	825534	825932	-	399	3	0	0	8	4	4
gene_5774	NC_001147.6	826385	827869	+	1485	120	158	110	38	73	90
gene_5775	NC_001147.6	828052	830574	-	2523	3150	4677	3218	968	1139	1403
gene_5776	NC_001147.6	831059	832042	-	984	974	1325	1034	493	539	731
gene_5777	NC_001147.6	832332	832521	+	190	22	21	11	9	11	6
gene_5778	NC_001147.6	832813	834195	+	1383	631	806	629	220	300	393
gene_5779	NC_001147.6	834452	836431	-	1980	1138	1007	707	811	1071	1277
gene_5780	NC_001147.6	837674	838960	+	1287	232	257	201	172	243	289
gene_5781	NC_001147.6	839084	841069	-	1986	241	368	221	197	280	300
gene_5782	NC_001147.6	841333	841818	+	486	981	1449	1010	383	397	566
gene_5783	NC_001147.6	841958	842182	-	225	32	52	31	25	17	26
gene_5784	NC_001147.6	842403	842606	+	204	10	11	10	8	9	13
gene_5785	NC_001147.6	842817	843644	+	828	106	155	110	96	115	140
gene_5786	NC_001147.6	843698	844630	-	933	123	133	78	108	150	165
gene_5787	NC_001147.6	844992	845792	-	801	178	208	161	171	190	250
gene_5788	NC_001147.6	846269	847129	-	861	376	513	382	176	200	334
gene_5789	NC_001147.6	847453	848145	+	693	325	395	295	214	298	419
gene_5790	NC_001147.6	848478	849209	+	732	107	132	84	104	77	122
gene_5791	NC_001147.6	849635	850054	+	420	1331	1662	977	3971	4236	5708
gene_5792	NC_001147.6	850280	850729	+	450	452	508	394	257	285	419
gene_5793	NC_001147.6	850937	851839	-	903	140	210	157	65	136	146
gene_5794	NC_001147.6	852121	853077	-	957	198	250	161	98	116	186
gene_5795	NC_001147.6	853357	854112	+	756	80	86	35	313	429	546
gene_5796	NC_001147.6	854187	854259	-	73	1	1	0	2	1	2
gene_5797	NC_001147.6	855147	860258	-	5112	954	1397	949	892	1057	1458
gene_5798	NC_001147.6	861175	865593	+	4419	655	877	573	320	418	480
gene_5799	NC_001147.6	865653	866582	-	930	138	169	102	125	207	215
gene_5800	NC_001147.6;NC_001147.6	867098;867587	867149;867852	+;+	318	6898	9007	6489	1640	1907	2717
gene_5801	NC_001147.6	867998	868147	-	150	4	6	1	1	1	0
gene_5802	NC_001147.6	868340	868951	+	612	373	522	372	168	223	346
gene_5803	NC_001147.6	869208	869894	+	687	149	139	96	97	110	149
gene_5804	NC_001147.6	870202	874071	+	3870	216	357	246	212	267	270
gene_5805	NC_001147.6	874743	875321	-	579	170	187	135	90	146	143
gene_5806	NC_001147.6	875599	877038	+	1440	100	132	96	80	107	87
gene_5807	NC_001147.6	877230	877685	-	456	2390	2982	2266	1804	2403	2939
gene_5808	NC_001147.6	878435	880675	+	2241	517	564	429	207	200	223
gene_5809	NC_001147.6	880965	882272	+	1308	225	273	240	145	127	161
gene_5810	NC_001147.6	882765	882842	+	78	200	358	279	460	554	598
gene_5811	NC_001147.6	882899	884134	+	1236	2083	3069	2168	3912	4993	5323
gene_5812	NC_001147.6	884514	887876	+	3363	595	731	567	418	487	685
gene_5813	NC_001147.6	888520	888750	-	231	75	121	94	82	84	123
gene_5814	NC_001147.6	889022	889750	+	729	256	291	229	130	145	167
gene_5815	NC_001147.6	889867	891432	-	1566	364	459	264	166	227	283
gene_5816	NC_001147.6	892731	894092	-	1362	287	424	271	184	265	326
gene_5817	NC_001147.6	894624	896387	-	1764	167	263	216	151	177	211
gene_5818	NC_001147.6	896825	898360	-	1536	2568	3808	2792	686	824	1058
gene_5819	NC_001147.6	899056	899928	-	873	472	694	417	210	229	261
gene_5820	NC_001147.6;NC_001147.6	900250;901194	900767;901194	-;-	519	5921	8183	5825	1767	2211	3069
gene_5821	NC_001147.6	901858	902874	-	1017	90	112	62	23	21	29
gene_5822	NC_001147.6	903043	903372	+	330	9	25	19	7	3	8
gene_5823	NC_001147.6	904760	905800	+	1041	893	1152	843	278	242	293
gene_5824	NC_001147.6	906236	907555	-	1320	505	939	547	615	593	725
gene_5825	NC_001147.6	907726	907935	-	210	4	3	3	3	11	13
gene_5826	NC_001147.6	909343	911445	+	2103	1573	2036	1334	2689	3367	4085
gene_5827	NC_001147.6	912822	913463	+	642	227	244	138	162	164	218
gene_5828	NC_001147.6	913619	915094	-	1476	697	942	693	405	416	559
gene_5829	NC_001147.6	916030	918291	+	2262	249	348	270	168	202	269
gene_5830	NC_001147.6	918606	921062	-	2457	487	601	459	326	382	467
gene_5831	NC_001147.6	921535	922905	-	1371	980	1376	1009	577	670	794
gene_5832	NC_001147.6	923232	925040	-	1809	165	232	162	303	315	378
gene_5833	NC_001147.6	925721	930445	+	4725	2569	3875	2700	1319	1622	1901
gene_5834	NC_001147.6	930734	931081	-	348	366	430	283	382	404	561
gene_5835	NC_001147.6	931803	936497	+	4695	194	241	160	509	922	1028
gene_5836	NC_001147.6	936731	939349	-	2619	501	544	373	475	514	653
gene_5837	NC_001147.6	939621	943385	-	3765	423	537	430	263	321	440
gene_5838	NC_001147.6	943656	944357	+	702	1676	2356	1700	922	1012	1523
gene_5839	NC_001147.6	944596	946008	+	1413	128	167	103	78	113	140
gene_5840	NC_001147.6	946233	949109	-	2877	2356	3550	2676	1465	1740	2207
gene_5841	NC_001147.6	949773	953870	+	4098	422	625	401	262	366	397
gene_5842	NC_001147.6	954344	956623	+	2280	275	404	324	204	248	290
gene_5843	NC_001147.6	956898	957989	+	1092	35	17	14	180	241	423
gene_5844	NC_001147.6	958362	958832	-	471	31	33	20	33	29	43
gene_5845	NC_001147.6	959202	960182	-	981	489	705	485	175	240	275
gene_5846	NC_001147.6	960987	965981	+	4995	2869	3969	3088	982	1237	1538
gene_5847	NC_001147.6	966666	967625	-	960	485	587	484	309	341	422
gene_5848	NC_001147.6	968148	968474	-	327	15	8	11	25	23	29
gene_5849	NC_001147.6	970578	975891	+	5314	137	156	151	67	80	90
gene_5850	NC_001147.6	970578	971894	+	1317	0	0	0	0	0	0
gene_5851	NC_001147.6	976421	976493	+	73	0	1	0	0	2	0
gene_5852	NC_001147.6	977194	978069	-	876	257	282	191	437	691	884
gene_5853	NC_001147.6;NC_001147.6	980683;980752	980718;980787	+;+	72	4	5	2	0	0	0
gene_5854	NC_001147.6	981828	984785	+	2958	624	791	616	333	384	503
gene_5855	NC_001147.6	984942	986462	-	1521	149	149	100	168	173	220
gene_5856	NC_001147.6	986899	988782	-	1884	84	73	57	1931	1888	2584
gene_5857	NC_001147.6	989789	992833	+	3045	139	222	157	154	179	202
gene_5858	NC_001147.6	992864	994855	-	1992	175	219	162	238	272	378
gene_5859	NC_001147.6	995018	996511	-	1494	14	19	10	20	18	9
gene_5860	NC_001147.6	997213	998244	+	1032	145	192	123	168	238	261
gene_5861	NC_001147.6	998453	1000828	-	2376	278	372	269	231	296	302
gene_5862	NC_001147.6	1001147	1003225	-	2079	936	1058	846	531	645	803
gene_5863	NC_001147.6	1005137	1006705	+	1569	962	1475	1049	1044	1361	1715
gene_5864	NC_001147.6	1007221	1009116	+	1896	969	1038	789	1507	1713	2437
gene_5865	NC_001147.6	1009224	1009712	-	489	195	243	193	121	163	230
gene_5866	NC_001147.6	1010161	1010889	+	729	138	183	131	150	183	266
gene_5867	NC_001147.6	1011189	1012760	+	1572	240	285	232	108	144	195
gene_5868	NC_001147.6	1013241	1014821	-	1581	292	346	272	126	137	249
gene_5869	NC_001147.6	1015361	1017652	-	2292	2290	3381	2547	956	1145	1466
gene_5870	NC_001147.6	1017880	1018746	-	867	1574	2081	1584	992	1237	1778
gene_5871	NC_001147.6	1020222	1023212	-	2991	315	372	279	453	550	621
gene_5872	NC_001147.6	1023461	1025572	-	2112	63	75	63	82	88	95
gene_5873	NC_001147.6	1026007	1026609	+	603	145	173	124	125	141	211
gene_5874	NC_001147.6	1026843	1028048	+	1206	137	180	112	119	136	182
gene_5875	NC_001147.6	1028194	1028625	-	432	15569	21659	14536	3681	4275	5888
gene_5876	NC_001147.6	1029183	1030994	-	1812	834	1101	787	669	707	963
gene_5877	NC_001147.6	1031489	1034182	-	2694	239	364	278	215	270	319
gene_5878	NC_001147.6	1034807	1036471	-	1665	316	356	245	297	412	445
gene_5879	NC_001147.6	1036834	1039389	+	2556	234	330	254	228	282	301
gene_5880	NC_001147.6	1039840	1041399	+	1560	758	451	291	34808	44773	53361
gene_5881	NC_001147.6	1041678	1043042	-	1365	9770	16286	12703	5979	6521	8821
gene_5882	NC_001147.6	1043191	1043559	+	369	8	19	13	4	9	32
gene_5883	NC_001147.6	1045196	1045351	+	156	21	37	27	38	37	49
gene_5884	NC_001147.6	1046226	1047803	+	1578	139	176	166	190	259	266
gene_5885	NC_001147.6	1049511	1051058	+	1548	81	112	83	86	104	126
gene_5886	NC_001147.6	1051290	1052930	+	1641	101	113	81	129	131	172
gene_5887	NC_001147.6	1055545	1057680	+	2136	117	239	99	89	97	99
gene_5888	NC_001147.6	1058423	1058590	+	168	1	4	2	4	4	11
gene_5889	NC_001147.6	1059531	1059992	+	462	37	150	39	205	101	92
gene_5890	NC_001147.6	1060441	1061055	-	615	68	337	92	570	246	342
gene_5891	NC_001147.6	1061564	1063648	+	2085	187	320	187	223	241	293
gene_5892	NC_001147.6	1065043	1065915	+	873	205	131	91	153	131	230
gene_5893	NC_001147.6	1066839	1068536	+	1698	109	136	83	149	217	222
gene_5894	NC_001147.6	1069621	1070241	-	621	19	19	15	31	39	53
gene_5895	NC_001147.6	1071793	1072923	-	1131	49	55	45	676	1151	1328
gene_5896	NC_001147.6	1074213	1076087	+	1875	129	222	114	228	320	357
gene_5897	NC_001147.6	1076784	1077911	+	1128	80	118	73	50	64	95
gene_5898	NC_001147.6	1078545	1079258	-	714	6	1	3	96	150	211
gene_5899	NC_001147.6	1080276	1081589	+	1314	0	0	1	3	4	7
gene_5900	NC_001147.6	1082718	1083212	+	495	1	0	0	0	3	1
gene_5901	NC_001147.6	1084202	1084369	-	168	1	4	3	1	0	0
gene_5902	NC_001147.6	1085473	1090863	+	5391	1	2	0	3	3	3
gene_5903	NC_001148.4;NC_001148.4	280;5989	5840;6007	-;-	5580	3	11	1	3	6	13
gene_5904	NC_001148.4	7933	8427	-	495	0	0	0	2	2	8
gene_5905	NC_001148.4	9557	10870	-	1314	1	2	0	18	41	62
gene_5906	NC_001148.4	11887	12600	+	714	5	2	1	59	112	148
gene_5907	NC_001148.4	13228	14355	-	1128	17	27	14	15	15	21
gene_5908	NC_001148.4	15053	15355	-	303	7	6	10	9	16	28
gene_5909	NC_001148.4	15405	16868	-	1464	26	40	30	48	75	78
gene_5910	NC_001148.4	17948	18385	+	438	5	9	3	114	213	258
gene_5911	NC_001148.4	18369	19079	+	711	0	2	3	4	3	7
gene_5912	NC_001148.4	22938	24701	+	1764	1374	1889	1446	749	919	1032
gene_5913	NC_001148.4	25087	26064	+	978	680	1016	762	261	283	421
gene_5914	NC_001148.4	26611	28164	-	1554	47	63	28	84	78	87
gene_5915	NC_001148.4	30079	30267	+	189	677	731	508	1323	1422	1921
gene_5916	NC_001148.4	30482	32803	+	2322	589	819	538	527	629	838
gene_5917	NC_001148.4	33013	34947	+	1935	137	202	146	92	110	124
gene_5918	NC_001148.4	35236	37845	+	2610	218	245	207	175	233	285
gene_5919	NC_001148.4	38169	38798	+	630	118	169	111	89	94	142
gene_5920	NC_001148.4	39121	40077	+	957	497	723	538	227	302	390
gene_5921	NC_001148.4	41043	42869	+	1827	473	397	273	267	201	240
gene_5922	NC_001148.4	43283	44344	-	1062	186	238	164	111	139	158
gene_5923	NC_001148.4	44551	46506	-	1956	851	1205	919	238	241	338
gene_5924	NC_001148.4	47336	48802	+	1467	1011	1367	959	1923	2246	2835
gene_5925	NC_001148.4	48996	49304	-	309	2	0	0	1	2	4
gene_5926	NC_001148.4	49303	50958	+	1656	692	905	641	718	848	1098
gene_5927	NC_001148.4	51244	52671	-	1428	328	424	333	200	253	309
gene_5928	NC_001148.4	53498	55153	-	1656	82	86	86	132	158	164
gene_5929	NC_001148.4;NC_001148.4	56169;56239	56204;56274	-;-	72	5	6	2	14	13	10
gene_5930	NC_001148.4	56748	62016	+	5269	0	1	4	0	2	0
gene_5931	NC_001148.4	56748	58070	+	1323	0	0	0	0	0	0
gene_5932	NC_001148.4	63279	63860	+	582	41	55	39	91	100	92
gene_5933	NC_001148.4	64977	66614	-	1638	811	1050	782	461	594	695
gene_5934	NC_001148.4	67725	68882	+	1158	213	249	187	108	117	139
gene_5935	NC_001148.4	69485	70951	+	1467	280	440	270	176	195	232
gene_5936	NC_001148.4	71063	73006	-	1944	151	251	165	107	147	173
gene_5937	NC_001148.4	73363	73881	-	519	542	688	554	157	190	234
gene_5938	NC_001148.4	74309	74719	-	411	422	454	317	376	498	577
gene_5939	NC_001148.4;NC_001148.4	75699;76224	75985;76239	-;-	303	5192	7134	5423	1578	1811	2500
gene_5940	NC_001148.4	76669	79353	-	2685	260	395	259	286	336	484
gene_5941	NC_001148.4	79711	82356	-	2646	122	150	106	195	209	274
gene_5942	NC_001148.4	82625	84196	-	1572	117	127	99	227	287	345
gene_5943	NC_001148.4	84509	85297	-	789	489	635	447	205	221	272
gene_5944	NC_001148.4	85586	86950	+	1365	221	286	232	57	69	99
gene_5945	NC_001148.4	87014	88033	-	1020	549	690	485	213	236	250
gene_5946	NC_001148.4	88517	90316	+	1800	992	1340	993	593	793	1012
gene_5947	NC_001148.4	90622	95109	-	4488	635	904	672	584	661	709
gene_5948	NC_001148.4;NC_001148.4	95372;96234	96153;96258	-;-	807	142	163	117	73	87	114
gene_5949	NC_001148.4	96496	98625	-	2130	3007	3801	2834	6239	10205	12405
gene_5950	NC_001148.4	99484	100086	+	603	498	659	490	287	351	467
gene_5951	NC_001148.4	100496	101353	+	858	2194	2931	2145	799	931	1228
gene_5952	NC_001148.4	101608	102702	-	1095	70	106	66	109	158	190
gene_5953	NC_001148.4	103232	104647	+	1416	698	987	770	459	583	739
gene_5954	NC_001148.4	104946	105440	-	495	1265	1679	1126	441	492	647
gene_5955	NC_001148.4	106172	106822	+	651	153	199	159	120	134	179
gene_5956	NC_001148.4	107275	108147	+	873	651	762	579	475	550	711
gene_5957	NC_001148.4	108652	114315	+	5664	6974	8770	6696	6560	7562	9125
gene_5958	NC_001148.4	115312	116487	+	1176	52	52	33	468	621	868
gene_5959	NC_001148.4	117067	117687	+	621	100	107	90	194	223	274
gene_5960	NC_001148.4	118382	120031	+	1650	299	415	301	261	331	333
gene_5961	NC_001148.4	120163	121167	-	1005	462	624	407	161	186	218
gene_5962	NC_001148.4	121767	125357	+	3591	2044	2927	2203	764	1022	1260
gene_5963	NC_001148.4	126006	126446	+	441	1224	1785	1005	825	975	1420
gene_5964	NC_001148.4	126634	128088	-	1455	238	330	239	207	251	320
gene_5965	NC_001148.4	128632	129138	-	507	16	31	21	5587	13360	17528
gene_5966	NC_001148.4	130162	132228	+	2067	169	193	171	1072	1560	2023
gene_5967	NC_001148.4	133043	135424	+	2382	952	936	691	671	757	962
gene_5968	NC_001148.4	135790	136443	+	654	4144	5945	4111	1244	1545	2060
gene_5969	NC_001148.4	136750	138228	+	1479	113	140	101	97	134	130
gene_5970	NC_001148.4;NC_001148.4	138698;138865	138725;139409	+;+	573	1039	1399	971	635	708	999
gene_5971	NC_001148.4	139620	143171	-	3552	1302	1964	1550	527	670	895
gene_5972	NC_001148.4	143821	147129	+	3309	239	322	216	211	296	317
gene_5973	NC_001148.4	147416	148423	+	1008	437	499	352	286	411	454
gene_5974	NC_001148.4	148569	150191	-	1623	234	292	243	260	295	326
gene_5975	NC_001148.4	150614	151330	+	717	134	155	114	141	130	201
gene_5976	NC_001148.4	151515	153149	-	1635	665	991	829	289	390	470
gene_5977	NC_001148.4	153495	154040	+	546	677	960	655	217	276	335
gene_5978	NC_001148.4	154290	156212	-	1923	815	1141	828	605	691	818
gene_5979	NC_001148.4	156490	157593	-	1104	66	103	62	46	82	79
gene_5980	NC_001148.4	157842	159593	+	1752	372	481	339	159	235	273
gene_5981	NC_001148.4	159909	162341	+	2433	1434	2185	1557	800	1048	1358
gene_5982	NC_001148.4	162632	163597	-	966	480	571	418	496	593	800
gene_5983	NC_001148.4	164276	165760	+	1485	834	1082	840	601	754	904
gene_5984	NC_001148.4	166256	167398	+	1143	272	331	218	551	762	962
gene_5985	NC_001148.4	168088	169338	-	1251	283	343	263	175	209	304
gene_5986	NC_001148.4	169770	171155	-	1386	10	7	5	706	910	1179
gene_5987	NC_001148.4	171484	171954	+	471	0	3	0	60	61	78
gene_5988	NC_001148.4	172033	172755	-	723	277	389	298	163	209	220
gene_5989	NC_001148.4;NC_001148.4;NC_001148.4	173152;173572;174073	173162;173665;174702	+;+;+	735	1638	2477	1923	681	926	1209
gene_5990	NC_001148.4	173827	173904	+	78	15	31	21	6	8	3
gene_5991	NC_001148.4	175043	175864	+	822	187	172	118	239	307	365
gene_5992	NC_001148.4	176223	179021	+	2799	786	1149	775	514	605	827
gene_5993	NC_001148.4	179277	181115	+	1839	146	219	115	145	212	248
gene_5994	NC_001148.4	181403	182548	+	1146	192	214	170	271	286	435
gene_5995	NC_001148.4	182655	183056	-	402	28	38	31	42	65	73
gene_5996	NC_001148.4	183597	184679	-	1083	121	149	98	151	224	253
gene_5997	NC_001148.4	185317	187725	-	2409	847	1170	913	793	962	1270
gene_5998	NC_001148.4	188307	188513	-	207	112	114	91	247	284	384
gene_5999	NC_001148.4	189154	190983	+	1830	40	58	55	26	42	53
gene_6000	NC_001148.4	191406	192650	+	1245	382	525	336	369	452	664
gene_6001	NC_001148.4	193648	194145	+	498	3	5	3	44	51	53
gene_6002	NC_001148.4	194512	195426	-	915	46	35	32	1362	2665	3319
gene_6003	NC_001148.4	195950	197788	-	1839	404	594	401	368	400	451
gene_6004	NC_001148.4	199095	199376	+	282	215	265	212	180	209	273
gene_6005	NC_001148.4	199495	202536	-	3042	693	904	744	236	315	339
gene_6006	NC_001148.4	203421	204941	+	1521	498	650	487	688	780	982
gene_6007	NC_001148.4	205248	207647	+	2400	360	491	352	320	384	465
gene_6008	NC_001148.4	208157	209806	+	1650	842	1143	797	1048	1183	1490
gene_6009	NC_001148.4	210192	210263	-	72	0	5	0	0	0	0
gene_6010	NC_001148.4	212158	212784	+	627	416	523	359	234	295	405
gene_6011	NC_001148.4	213042	213962	-	921	292	422	299	603	806	1141
gene_6012	NC_001148.4	216012	218363	-	2352	500	696	464	316	355	466
gene_6013	NC_001148.4;NC_001148.4	218630;218747	218646;220088	+;+	1359	208	277	215	113	148	176
gene_6014	NC_001148.4	220167	222773	-	2607	156	211	145	154	203	205
gene_6015	NC_001148.4	223143	224036	+	894	419	550	356	276	335	426
gene_6016	NC_001148.4	224353	225741	-	1389	376	442	346	212	233	331
gene_6017	NC_001148.4	226169	227371	-	1203	35	32	26	217	565	869
gene_6018	NC_001148.4	228314	228772	+	459	216	248	166	358	460	661
gene_6019	NC_001148.4	229039	230838	-	1800	580	815	583	269	273	374
gene_6020	NC_001148.4	231217	232509	+	1293	140	172	148	131	182	181
gene_6021	NC_001148.4	232593	237107	-	4515	153	214	144	223	306	381
gene_6022	NC_001148.4	237338	237979	+	642	32	35	16	76	124	134
gene_6023	NC_001148.4	237956	239077	-	1122	71	76	51	153	180	211
gene_6024	NC_001148.4	239350	241497	-	2148	117	148	131	188	233	312
gene_6025	NC_001148.4	241918	242700	-	783	582	654	461	369	431	574
gene_6026	NC_001148.4	243206	244027	-	822	177	247	174	189	229	269
gene_6027	NC_001148.4	244319	246220	-	1902	207	335	197	202	276	318
gene_6028	NC_001148.4	246990	250262	+	3273	3226	4889	3545	1501	1899	2317
gene_6029	NC_001148.4	250907	251668	-	762	141	201	134	314	422	535
gene_6030	NC_001148.4	252034	254310	-	2277	399	634	483	307	363	401
gene_6031	NC_001148.4	254814	255761	+	948	184	247	171	141	187	263
gene_6032	NC_001148.4	255913	256767	-	855	82	86	60	424	472	554
gene_6033	NC_001148.4	257216	259336	-	2121	210	323	258	150	141	175
gene_6034	NC_001148.4	259714	260931	-	1218	1399	1657	971	2231	2551	3039
gene_6035	NC_001148.4	261727	264192	-	2466	227	312	253	132	201	273
gene_6036	NC_001148.4	264602	264700	+	99	0	3	5	1	4	4
gene_6037	NC_001148.4	265028	266104	+	1077	108	152	97	142	193	235
gene_6038	NC_001148.4	266180	267535	-	1356	264	303	237	199	252	344
gene_6039	NC_001148.4	268188	270893	+	2706	373	462	373	288	363	516
gene_6040	NC_001148.4	271310	272194	+	885	210	267	154	199	183	287
gene_6041	NC_001148.4	272294	272815	-	522	56	78	73	120	171	158
gene_6042	NC_001148.4	273255	275867	+	2613	98	134	82	1156	1605	1942
gene_6043	NC_001148.4	276162	277529	-	1368	597	878	640	262	354	520
gene_6044	NC_001148.4	278395	279699	-	1305	1329	1843	1330	782	1054	1233
gene_6045	NC_001148.4	280480	280926	+	447	126	148	92	77	74	96
gene_6046	NC_001148.4	281056	281517	-	462	12	15	12	2	6	2
gene_6047	NC_001148.4;NC_001148.4	282122;282666	282140;282970	+;+	324	4886	6466	4779	1276	1560	1991
gene_6048	NC_001148.4	283464	286061	-	2598	260	303	234	338	456	490
